,tx_price,beds,baths,sqft,year_built,lot_size,property_type,exterior_walls,roof,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,tx_year,cosin_simularity
1233,367000.0,4,3,1930.0,1966,10532,Single-Family,Brick,Composition Shingle,1.0,11,1,0,1,45,0,3,11,36.0,53.0,56.0,393.0,120.0,5.0,3.0,2010,0.9995739991888218
1326,635000.0,4,3,2660.0,1957,17859,Single-Family,Brick,Composition Shingle,1.0,6,1,0,1,8,1,7,8,43.0,90.0,76.0,753.0,229.0,10.0,3.0,2009,0.9995708753209481
567,489000.0,3,2,1691.0,1986,13939,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,7,2,0,1,14,0,9,8,40.0,76.0,64.0,426.0,129.0,4.0,3.0,2012,0.9995708490546112
1348,780000.0,4,3,2912.0,1966,21780,Single-Family,Brick,Composition Shingle,1.0,27,7,4,7,27,0,23,10,36.0,66.0,49.0,655.0,199.0,8.0,3.0,2012,0.9995700351262305
1202,370000.0,4,3,1604.0,1958,10724,Single-Family,Brick,Composition Shingle,1.0,6,4,0,1,5,0,5,3,43.0,72.0,66.0,635.0,193.0,4.0,3.0,1998,0.9995665124485258
1064,550500.0,4,2,2065.0,1961,15681,Single-Family,Brick,Asphalt,1.0,0,0,0,0,0,2,0,3,46.0,80.0,86.0,594.0,181.0,6.0,3.0,2004,0.9995663576214778
1129,290000.0,4,2,3024.0,1947,8250,Single-Family,Brick,Asphalt,1.0,15,3,1,3,36,5,15,13,37.0,71.0,80.0,706.0,234.0,4.0,3.0,1997,0.9995628699673988
1536,540000.0,4,4,4472.0,1962,15245,Single-Family,Brick,Composition Shingle,1.0,20,4,2,8,33,2,40,19,37.0,80.0,86.0,901.0,275.0,9.0,3.0,2002,0.9995606677915566
1824,427950.0,5,4,5354.0,1996,11761,Single-Family,Brick,Composition Shingle,1.0,1,0,0,0,3,0,0,8,47.0,51.0,77.0,758.0,231.0,7.0,3.0,1996,0.9995597075497946
1750,703000.0,5,4,3046.0,1964,20037,Single-Family,Brick,Composition Shingle,1.0,34,2,6,5,32,0,16,6,44.0,89.0,46.0,639.0,194.0,5.0,3.0,2013,0.9995565954033718
1528,356400.0,4,4,4165.0,2002,10044,Single-Family,Combination,Composition Shingle,1.0,32,4,4,7,54,0,33,7,64.0,46.0,59.0,467.0,132.0,7.0,3.0,2002,0.9995552056441044
691,465000.0,3,2,2872.0,1971,13503,Single-Family,Wood,Composition Shingle,1.0,1,0,1,0,2,0,1,3,47.0,81.0,79.0,573.0,174.0,6.0,3.0,2016,0.9995525555357653
1027,400000.0,4,2,1721.0,1964,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,14,7,1,1,14,0,19,3,34.0,78.0,32.0,372.0,113.0,3.0,3.0,2011,0.9995518435633527
1681,542199.0,5,3,3778.0,2004,15681,Single-Family,Combination,Composition Shingle,1.0,5,0,1,0,7,0,2,1,30.0,100.0,75.0,484.0,137.0,8.0,3.0,2004,0.9995474506009222
1306,400000.0,4,3,2530.0,1962,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,2,0,2,0,7,1,4,2,49.0,84.0,65.0,491.0,149.0,9.0,3.0,2008,0.9995472014734689
1711,560000.0,5,3,4485.0,1989,16117,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,66,12,11,7,85,9,44,26,47.0,86.0,42.0,481.0,117.0,4.0,3.0,2006,0.9995456423212679
644,352500.0,3,2,2112.0,1961,10497,Single-Family,Brick,Asphalt,1.0,41,14,2,4,58,3,18,5,43.0,74.0,70.0,429.0,131.0,4.0,3.0,2015,0.9995420658984667
1339,398000.0,4,3,2800.0,1965,11761,Single-Family,Brick,Composition Shingle,1.0,21,5,2,1,17,1,13,10,41.0,80.0,82.0,482.0,147.0,8.0,3.0,2008,0.9995405481730779
1335,735000.0,4,3,2768.0,1980,21344,Single-Family,Wood,Asphalt,1.0,0,0,0,0,0,0,0,1,47.0,93.0,81.0,655.0,200.0,9.0,3.0,2004,0.9995402425112554
463,350000.0,3,2,1340.0,1965,10497,Single-Family,Brick,Composition Shingle,1.0,6,1,0,1,6,0,12,8,38.0,80.0,49.0,389.0,118.0,8.0,3.0,2005,0.9995398280079955
1147,466222.0,4,2,4470.0,2010,13503,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,1,1,0,2,33.0,76.0,56.0,502.0,142.0,8.5,2.0,2010,0.9995385528535248
1232,279000.0,4,3,1905.0,1955,8398,Single-Family,Stucco,Composition Shingle,1.0,19,5,0,3,25,5,13,24,39.0,71.0,68.0,356.0,108.0,5.0,3.0,2015,0.9995369219042379
1621,257000.0,5,3,2144.0,1944,7692,Single-Family,Brick,Composition Shingle,1.0,80,12,10,5,85,4,52,19,44.0,73.0,57.0,515.0,157.0,4.0,3.0,2012,0.9995364809938917
1774,360000.0,5,4,3992.0,2005,10454,Single-Family,Combination,Composition Shingle,1.0,1,0,0,0,3,0,1,3,32.0,85.0,42.0,409.0,116.0,6.0,3.0,2011,0.9995353512483233
1358,589900.0,4,3,2995.0,1984,17424,Single-Family,Wood,Composition Shingle,1.0,4,1,0,0,8,3,2,1,50.0,69.0,81.0,901.0,274.0,6.0,3.0,1996,0.9995314720189941
368,375000.0,3,1,1204.0,1956,11325,Single-Family,Brick,Composition Shingle,1.0,4,1,0,0,12,1,3,6,39.0,83.0,43.0,340.0,103.0,6.0,3.0,2015,0.9995313024957507
991,375000.0,4,2,1323.0,1965,11325,Single-Family,Brick,Composition Shingle,1.0,19,5,2,1,17,1,12,7,49.0,84.0,65.0,441.0,134.0,9.0,3.0,2009,0.999531250601111
386,389900.0,3,1,1404.0,1956,11761,Single-Family,Brick,Composition Shingle,1.0,3,1,0,0,15,1,1,6,33.0,62.0,44.0,348.0,106.0,6.0,3.0,2013,0.9995307417056725
714,355000.0,3,3,1247.0,1959,10754,Single-Family,Brick,Composition Shingle,1.0,23,4,0,3,21,3,14,21,49.0,48.0,52.0,430.0,131.0,5.0,3.0,2015,0.9995304843579952
1452,416200.0,4,3,4140.0,1972,12196,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,39,3,2,8,37,2,51,22,42.0,80.0,78.0,817.0,249.0,9.0,3.0,1994,0.9995297368280507
1283,492500.0,4,3,2413.0,1968,14810,Single-Family,Brick,Asphalt,1.0,30,4,2,4,48,0,17,14,42.0,76.0,64.0,491.0,149.0,8.0,3.0,2009,0.9995230099840926
466,416000.0,3,2,1344.0,1984,12632,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,19,4,0,0,14,2,3,7,46.0,69.0,29.0,332.0,81.0,4.0,3.0,2006,0.9995224688264465
1830,365000.0,5,4,5654.0,2015,10175,Single-Family,Brick,Composition Shingle,1.0,36,5,3,2,38,1,19,4,44.0,72.0,42.0,799.0,243.0,4.0,3.0,2007,0.9995222469658004
1423,540000.0,4,3,3600.0,1975,16117,Single-Family,Stucco,Asphalt,1.0,14,3,1,3,13,3,6,11,41.0,73.0,60.0,548.0,167.0,5.0,3.0,2012,0.999521400766027
1583,400250.0,5,2,1244.0,1963,12196,Single-Family,Metal,Other,1.0,27,2,1,2,26,0,12,10,42.0,74.0,67.0,504.0,153.0,9.0,3.0,2003,0.9995205726563531
978,385000.0,4,2,1092.0,1964,11761,Single-Family,Brick,Composition Shingle,1.0,5,1,0,1,5,1,13,6,45.0,87.0,79.0,426.0,129.0,9.0,3.0,2008,0.9995197495352861
358,370000.0,3,1,874.0,1921,11325,Single-Family,Asbestos shingle,Composition Shingle,1.0,111,12,8,14,91,2,31,12,42.0,81.0,76.0,343.0,104.0,4.0,3.0,2015,0.9995190289351593
984,276840.0,4,2,1269.0,1956,8563,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,124,15,15,10,178,4,67,13,32.0,82.0,37.0,319.0,97.0,6.0,3.0,2009,0.9995178966486767
486,290000.0,3,2,1404.0,1959,9003,Single-Family,Brick,Composition Shingle,1.0,96,7,16,10,85,5,54,15,44.0,89.0,46.0,377.0,115.0,4.0,3.0,2010,0.999512678359599
1445,549500.0,4,3,4000.0,1976,16552,Single-Family,Metal,"asphalt,shake-shingle",1.0,1,0,0,0,3,0,0,0,48.0,88.0,84.0,626.0,191.0,7.0,3.0,2003,0.9995099891166143
1749,660000.0,5,4,3044.0,1984,20037,Single-Family,Brick,Shake Shingle,1.0,0,0,0,0,0,0,0,1,49.0,85.0,87.0,1061.0,323.0,10.0,3.0,2000,0.9995036349545905
425,345000.0,3,2,1211.0,1954,10781,Single-Family,Brick,Composition Shingle,1.0,70,13,7,4,71,3,40,13,30.0,88.0,40.0,397.0,121.0,3.0,3.0,2012,0.9995021735950546
1641,701900.0,5,3,2913.0,1966,21344,Single-Family,Brick,Composition Shingle,1.0,17,1,0,1,18,0,36,5,48.0,88.0,78.0,631.0,192.0,9.0,3.0,2013,0.9995007910553233
1644,410000.0,5,3,2961.0,1962,12632,Single-Family,Brick,Composition,1.0,4,0,1,0,8,3,3,4,46.0,80.0,86.0,676.0,206.0,6.0,3.0,2002,0.9995003490829991
1397,394000.0,4,3,3318.0,1995,12196,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,19,4,0,0,14,2,3,7,46.0,69.0,29.0,441.0,107.0,4.0,3.0,2013,0.9994923777423002
1020,562500.0,4,2,1653.0,1962,17424,Single-Family,Brick,Composition Shingle,1.0,1,1,0,0,4,1,0,4,40.0,87.0,65.0,479.0,146.0,9.0,3.0,2015,0.9994919289621664
1256,460000.0,4,3,2177.0,1966,14374,Single-Family,Brick,Composition Shingle,1.0,21,5,2,1,17,0,13,8,41.0,80.0,82.0,512.0,156.0,8.0,3.0,2007,0.9994898691380592
1600,430000.0,5,3,1209.0,1969,13503,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,7,2,0,1,14,0,9,8,40.0,76.0,64.0,393.0,120.0,4.0,3.0,2007,0.9994890783503105
1118,242500.0,4,2,2728.0,1988,7492,Single-Family,Metal,Composition Shingle,1.0,25,2,3,3,8,0,9,7,40.0,80.0,71.0,479.0,146.0,8.0,3.0,1996,0.9994884493357715
1607,515000.0,5,3,1568.0,1954,16117,Single-Family,Brick,Composition Shingle,1.0,23,0,4,2,15,2,13,11,43.0,70.0,52.0,508.0,154.0,3.5,2.0,2015,0.9994853362398858
1024,343000.0,4,2,1663.0,1968,10890,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,0,1,0,1,45.0,72.0,63.0,344.0,105.0,6.0,3.0,2011,0.9994851436280787
1623,558500.0,5,3,2268.0,1972,17424,Single-Family,Brick,Composition Shingle,1.0,1,0,0,0,1,1,0,2,42.0,93.0,83.0,733.0,223.0,10.0,3.0,2003,0.9994847488092007
1128,361000.0,4,2,3008.0,1998,11325,Single-Family,"Rock, Stone",Composition Shingle,1.0,10,1,0,2,4,0,5,7,44.0,94.0,66.0,614.0,187.0,7.0,3.0,1998,0.9994827966048915
1648,315000.0,5,3,3064.0,1996,9848,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,6,1,0,1,3,0,6,1,45.0,90.0,82.0,600.0,183.0,7.5,2.0,1999,0.9994823922065853
393,399000.0,3,1,1928.0,1954,12632,Single-Family,Brick,Composition Shingle,1.0,60,13,4,2,46,3,34,8,31.0,91.0,17.0,351.0,107.0,3.0,3.0,2014,0.9994823331407583
1800,550000.0,5,4,4693.0,2006,16988,Single-Family,Brick,Composition Shingle,1.0,11,2,1,1,16,1,4,8,41.0,76.0,56.0,860.0,262.0,6.0,3.0,2005,0.9994807126386385
1152,335000.0,4,3,988.0,1955,10733,Single-Family,Brick,Composition Shingle,1.0,24,4,1,4,15,1,9,5,44.0,79.0,47.0,450.0,137.0,4.0,3.0,2016,0.9994782480569228
1124,800000.0,4,2,2949.0,1989,24829,Single-Family,Metal,Composition Shingle,1.0,0,1,0,0,0,0,0,0,49.0,91.0,83.0,684.0,208.0,8.0,1.0,2011,0.9994777649129495
1314,355000.0,4,3,2580.0,1999,11325,Single-Family,Combination,Composition Shingle,1.0,12,2,0,0,11,2,1,4,32.0,88.0,45.0,378.0,107.0,5.0,3.0,2012,0.9994721246646489
1241,450000.0,4,3,2033.0,1966,14374,Single-Family,Brick,Composition Shingle,1.0,1,0,0,0,2,0,0,6,48.0,74.0,76.0,458.0,139.0,3.0,3.0,2009,0.9994691549104349
1370,579000.0,4,3,3052.0,1968,18295,Single-Family,Brick,Composition Shingle,1.0,33,11,2,1,27,2,23,7,34.0,76.0,43.0,508.0,155.0,3.0,3.0,2011,0.9994690379570563
1055,274900.0,4,2,1976.0,1975,8890,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,16,3,2,2,19,2,17,11,36.0,87.0,61.0,351.0,107.0,5.0,3.0,2008,0.9994661463199961
623,350000.0,3,2,1988.0,1957,11325,Single-Family,Brick,Composition Shingle,1.0,7,1,1,0,23,1,5,7,37.0,81.0,34.0,336.0,102.0,6.0,3.0,2015,0.9994630984097326
1368,645000.0,4,3,3032.0,1972,20473,Single-Family,Brick,Composition Shingle,1.0,24,5,0,3,36,6,11,16,31.0,62.0,53.0,643.0,196.0,9.0,3.0,2008,0.9994616737941888
591,630000.0,3,2,1806.0,1959,20037,Single-Family,Brick,Composition Shingle,1.0,6,3,0,1,5,0,4,8,46.0,71.0,62.0,594.0,181.0,4.0,3.0,2006,0.9994616610314182
1119,310000.0,4,2,2768.0,1937,9952,Single-Family,Combination,Composition Shingle,1.0,147,19,14,19,126,6,57,34,37.0,52.0,83.0,651.0,189.0,9.0,3.0,2002,0.99946088304332
1211,502000.0,4,3,1707.0,1975,16117,Single-Family,Brick,Shake Shingle,1.0,0,0,0,0,3,0,0,4,43.0,74.0,69.0,396.0,121.0,9.0,3.0,2007,0.999460704302753
603,293000.0,3,2,1854.0,1953,9565,Single-Family,Brick,Composition Shingle,1.0,68,14,7,3,52,3,39,10,29.0,85.0,36.0,303.0,92.0,3.0,3.0,2002,0.999457658473125
1379,267000.0,4,3,3146.0,1988,8498,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,1,0,2,0,3,1,0,3,44.0,100.0,72.0,491.0,149.0,8.0,3.0,1997,0.9994532821211622
590,346000.0,3,2,1800.0,1975,11325,Single-Family,Wood,Composition Shingle,1.0,6,1,0,0,7,1,9,8,37.0,79.0,75.0,327.0,99.0,5.0,3.0,2014,0.9994526480911983
1091,540000.0,4,2,2352.0,1979,17424,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,18,2,0,1,12,1,17,10,36.0,92.0,76.0,549.0,167.0,7.0,2.0,2011,0.9994520529787373
1041,358900.0,4,2,1824.0,1979,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,13,6,1,0,11,0,15,9,36.0,87.0,61.0,400.0,122.0,5.0,3.0,2010,0.9994503120101822
1596,269900.0,5,2,2868.0,1988,8703,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,2,1,0,5,37.0,79.0,75.0,430.0,131.0,5.0,3.0,2000,0.9994493251905167
751,275000.0,3,3,1480.0,1977,9099,Single-Family,Metal,Asphalt,1.0,73,7,8,5,40,4,59,18,35.0,87.0,37.0,319.0,97.0,5.0,3.0,2008,0.9994476171281834
994,329000.0,4,2,1360.0,1957,10858,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1.0,0,0,0,0,2,1,2,3,45.0,82.0,51.0,368.0,112.0,6.0,3.0,2010,0.9994469785744813
1363,700000.0,4,3,3017.0,1976,22651,Single-Family,Brick,Asphalt,1.0,1,0,0,0,1,0,0,1,47.0,90.0,84.0,713.0,217.0,9.0,3.0,2004,0.9994395884515345
535,395000.0,3,2,1586.0,1972,13068,Single-Family,Metal,Asphalt,1.0,33,5,2,4,31,2,14,12,34.0,80.0,70.0,426.0,129.0,6.5,2.0,2013,0.9994379718473022
967,687500.0,4,1,4300.0,2011,22215,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,7,2,1,5,13,0,4,7,44.0,86.0,85.0,655.0,200.0,9.0,3.0,2012,0.999437754533103
1799,617000.0,5,4,4672.0,1988,20037,Single-Family,Siding (Alum/Vinyl),Wood Shake/ Shingles,1.0,0,0,0,0,4,0,0,2,47.0,89.0,66.0,646.0,197.0,7.0,3.0,2012,0.999431068064242
1514,385000.0,4,4,3737.0,2006,12632,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1.0,2,1,1,0,6,1,4,1,35.0,85.0,39.0,423.0,119.0,7.0,3.0,2010,0.9994265397708046
1287,675000.0,4,3,2440.0,1985,22215,Single-Family,Siding (Alum/Vinyl),Wood Shake/ Shingles,1.0,0,0,0,0,2,0,0,0,49.0,91.0,83.0,573.0,174.0,8.0,1.0,2014,0.9994236314450966
1726,429625.0,5,3,4884.0,2003,13939,Single-Family,Combination,Other,1.0,5,0,1,0,6,1,2,0,36.0,90.0,65.0,492.0,139.0,8.0,3.0,2003,0.9994217072446957
1048,649000.0,4,2,1900.0,1955,21780,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,14,3,1,1,15,1,8,7,36.0,86.0,50.0,467.0,142.0,4.0,3.0,2005,0.9994032896127828
589,203000.0,3,2,1800.0,1947,6943,Single-Family,Brick veneer,Composition Shingle,1.0,109,18,6,14,94,6,32,29,36.0,80.0,84.0,561.0,195.0,9.0,3.0,1996,0.9993962659315697
608,309000.0,3,2,1866.0,1953,10654,Single-Family,Brick,Composition Shingle,1.0,46,3,8,5,32,3,24,13,43.0,70.0,52.0,392.0,119.0,4.0,2.0,2008,0.9993954910683138
1473,390000.0,4,3,4600.0,1962,13068,Single-Family,Brick,Other,1.0,6,1,1,0,19,1,4,8,39.0,80.0,44.0,975.0,297.0,7.0,2.0,2014,0.9993853190035428
1881,690000.0,5,6,6501.0,1956,23086,Single-Family,Brick,Composition Shingle,1.0,45,7,5,7,41,3,61,11,42.0,73.0,61.0,1553.0,473.0,9.0,3.0,2015,0.99938361862104
1690,302839.0,5,3,3902.0,1996,10166,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,1,0,0,0,3,0,0,9,44.0,89.0,87.0,646.0,197.0,7.0,3.0,1996,0.9993827278539235
1802,329000.0,5,4,4720.0,1988,10890,Single-Family,Metal,Wood Shake/ Shingles,1.0,1,0,2,0,2,1,0,3,40.0,99.0,77.0,614.0,187.0,8.0,3.0,1999,0.9993805021342729
413,305000.0,3,2,1092.0,1958,10724,Single-Family,Brick,Composition Shingle,1.0,22,5,1,1,16,1,6,11,37.0,61.0,56.0,319.0,97.0,5.0,3.0,2008,0.9993765438071962
530,607000.0,3,2,1560.0,1950,20908,Single-Family,Wood,Gravel/Rock,1.0,13,6,0,3,10,1,4,4,52.0,81.0,73.0,562.0,171.0,4.0,3.0,2007,0.9993755497622131
1054,268000.0,4,2,1958.0,1979,9400,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,19,2,0,1,12,1,17,10,36.0,92.0,76.0,407.0,124.0,7.0,2.0,2001,0.9993740539780827
412,299000.0,3,2,1092.0,1958,10545,Single-Family,Brick,Composition Shingle,1.0,26,1,3,3,56,1,15,4,37.0,70.0,36.0,344.0,105.0,3.0,3.0,2010,0.9993734159760196
1033,335000.0,4,2,1772.0,1957,11761,Single-Family,Brick,Composition Shingle,1.0,7,2,0,0,9,1,6,13,37.0,78.0,45.0,368.0,112.0,5.0,3.0,2009,0.9993729214015672
1382,257000.0,4,3,3181.0,1987,8794,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,1,0,1,0,1,1,0,3,40.0,99.0,77.0,505.0,154.0,8.0,3.0,1993,0.9993697278208022
1005,346080.0,4,2,1492.0,1952,12196,Single-Family,Asbestos shingle,Composition Shingle,1.0,93,6,13,20,230,4,68,25,38.0,64.0,73.0,430.0,131.0,8.0,3.0,2009,0.9993690007307656
976,266000.0,4,2,1056.0,1956,9465,Single-Family,Brick,Composition Shingle,1.0,47,15,1,5,63,2,26,5,37.0,62.0,55.0,348.0,106.0,4.0,3.0,2012,0.9993650433234035
1399,280000.0,4,3,3346.0,1994,9644,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,42,6,7,3,42,11,23,17,41.0,89.0,61.0,472.0,114.0,4.0,3.0,2001,0.9993645646997696
1347,625000.0,4,3,2905.0,1958,21780,Single-Family,Brick,Composition Shingle,1.0,19,4,0,3,26,4,7,15,45.0,96.0,72.0,569.0,173.0,9.0,3.0,2012,0.9993595373953023
1619,445000.0,5,3,2089.0,1964,15681,Single-Family,Brick,Composition Shingle,1.0,34,11,2,1,26,1,26,5,34.0,78.0,32.0,391.0,119.0,3.0,3.0,2015,0.9993588719474806
1106,369990.0,4,2,2582.0,1995,13068,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,1,0,0,0,3,0,1,1,45.0,87.0,71.0,512.0,156.0,7.0,3.0,2000,0.9993568437721976
118,405000.0,2,1,945.0,1955,14374,Single-Family,Brick,Composition Shingle,1.0,32,6,3,7,27,2,22,12,38.0,64.0,73.0,457.0,139.0,8.0,3.0,2012,0.9993546066273962
1060,418000.0,4,2,2031.0,1962,14810,Single-Family,Wood,Composition Shingle,1.0,18,5,2,3,20,2,12,19,56.0,58.0,54.0,343.0,104.0,5.0,3.0,2014,0.9993542209715411
1291,300000.0,4,3,2457.0,1999,10663,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,13,3,1,0,10,0,17,3,39.0,83.0,55.0,321.0,91.0,5.0,2.0,2002,0.9993507754741782
958,328150.0,4,1,1326.0,1957,11761,Single-Family,Brick,Composition Shingle,1.0,6,1,1,0,21,1,4,8,37.0,81.0,34.0,327.0,99.0,6.0,3.0,2008,0.9993497067185593
1017,565000.0,4,2,1596.0,1969,20037,Single-Family,Brick,Composition Shingle,1.0,21,3,3,3,28,5,7,8,45.0,78.0,68.0,491.0,149.0,8.0,1.0,2013,0.9993430076908757
1682,267579.0,5,3,3790.0,2000,9239,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,9,1,0,0,8,0,4,3,28.0,90.0,62.0,431.0,122.0,8.0,2.0,2000,0.9993405443494895
620,400000.0,3,2,1940.0,1953,14374,Single-Family,Brick veneer,Composition Shingle,1.0,164,11,39,27,104,11,82,86,36.0,64.0,90.0,683.0,237.0,9.0,3.0,2002,0.9993376239108607
1334,575000.0,4,3,2754.0,1971,20473,Single-Family,Wood,Composition Shingle,1.0,2,1,1,0,4,0,0,5,40.0,87.0,65.0,524.0,159.0,9.0,3.0,2013,0.9993358424824113
423,249000.0,3,2,1200.0,1953,9069,Single-Family,Brick,Composition Shingle,1.0,65,14,5,2,49,3,40,10,29.0,85.0,36.0,368.0,112.0,3.0,3.0,2001,0.9993347827483132
896,273001.0,3,3,2630.0,1985,9783,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,19,3,1,1,21,3,17,14,36.0,87.0,61.0,428.0,130.0,5.0,3.0,2000,0.9993341811586339
1729,399126.0,5,3,4908.0,2000,13939,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,0,0,1,3,42.0,84.0,58.0,502.0,142.0,5.5,2.0,2011,0.9993330996932136
1666,750000.0,5,3,3417.0,1957,26571,Single-Family,Brick,Composition Shingle,1.0,4,1,0,0,8,3,2,1,47.0,80.0,81.0,717.0,218.0,6.0,3.0,2014,0.9993330160964993
555,297000.0,3,2,1650.0,1955,10800,Single-Family,Brick,Shake Shingle,1.0,7,2,0,0,9,1,6,12,37.0,78.0,45.0,352.0,107.0,5.0,3.0,2009,0.9993313599082103
1184,480000.0,4,3,1485.0,1969,17424,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,15,3,1,4,14,3,9,14,46.0,78.0,77.0,524.0,160.0,7.0,3.0,2004,0.9993192682124128
1576,200000.0,5,1,1008.0,1950,7444,Single-Family,"Rock, Stone",Composition Shingle,1.0,44,9,2,6,32,8,26,25,49.0,48.0,52.0,250.0,76.0,5.0,3.0,2016,0.9993049106670446
1753,782000.0,5,4,3144.0,1997,28314,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,5,2,0,1,10,0,5,5,40.0,69.0,84.0,786.0,239.0,5.0,3.0,2004,0.9993047054413821
1850,439000.0,5,5,3320.0,1947,16117,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1.0,4,1,1,0,8,3,2,1,50.0,69.0,81.0,737.0,224.0,6.0,3.0,2013,0.9992971960328522
1412,300000.0,4,3,3480.0,1940,10890,Single-Family,Brick,Asphalt,1.0,32,2,5,8,36,8,25,35,45.0,81.0,88.0,1015.0,337.0,4.0,3.0,1993,0.9992967339143847
1808,575000.0,5,4,4902.0,2006,20908,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,5,0,1,1,8,0,2,0,45.0,73.0,77.0,675.0,206.0,8.0,3.0,2009,0.9992955357318389
968,539079.0,4,1,5327.0,1994,19602,Single-Family,Brick,Composition Shingle,1.0,11,1,0,3,5,0,3,4,48.0,79.0,90.0,1065.0,324.0,10.0,3.0,1994,0.9992888821342996
1111,504000.0,4,2,2615.0,1971,18730,Single-Family,Brick,Composition Shingle,1.0,13,2,3,2,8,5,3,6,45.0,78.0,68.0,524.0,159.0,8.0,1.0,2012,0.9992835635918726
1164,300000.0,4,3,1324.0,1963,11325,Single-Family,Brick,Composition Shingle,1.0,7,1,2,0,11,1,6,3,44.0,77.0,56.0,441.0,134.0,9.0,3.0,2011,0.9992819764805004
1092,419000.0,4,2,2382.0,1976,15681,Single-Family,Brick,Composition Shingle,1.0,14,2,3,2,9,3,3,6,38.0,83.0,67.0,450.0,137.0,8.0,1.0,2012,0.9992799209675306
911,315435.0,3,3,3027.0,1995,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,45,4,2,2,17,0,14,8,36.0,61.0,61.0,705.0,215.0,8.0,3.0,1995,0.9992768498257664
962,250000.0,4,1,1764.0,1950,9461,Single-Family,Asbestos shingle,Composition Shingle,1.0,38,5,3,2,43,1,21,4,30.0,84.0,25.0,376.0,114.0,4.0,3.0,2015,0.9992755899854596
1587,280000.0,5,2,2000.0,1961,10607,Single-Family,Wood,Composition Shingle,1.0,7,2,0,0,9,1,6,10,45.0,82.0,51.0,348.0,106.0,5.0,3.0,2009,0.9992715443920118
1087,297500.0,4,2,2300.0,1966,11325,Single-Family,Siding (Alum/Vinyl),Wood Shake/ Shingles,1.0,9,1,0,6,6,1,0,4,47.0,88.0,74.0,553.0,168.0,8.0,3.0,1995,0.9992598579167403
1441,615000.0,4,3,3905.0,1978,23086,Single-Family,Metal,Composition Shingle,1.0,1,0,0,0,2,0,0,0,47.0,92.0,84.0,737.0,224.0,9.0,3.0,2008,0.9992589009674999
1474,375050.0,4,3,4662.0,1987,13939,Single-Family,Brick,Wood Shake/ Shingles,1.0,0,0,0,0,3,2,0,1,49.0,79.0,70.0,635.0,193.0,3.0,3.0,1996,0.9992531161387915
1679,575000.0,5,3,3738.0,2000,21780,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,18,13,1,0,35,1,22,5,45.0,78.0,68.0,598.0,182.0,3.0,3.0,2014,0.9992484126451073
1074,700000.0,4,2,2146.0,1974,26571,Single-Family,Brick,Composition Shingle,1.0,0,0,0,0,0,0,0,0,47.0,92.0,84.0,696.0,212.0,9.0,3.0,2007,0.9992438724924908
1622,279000.0,5,3,2249.0,1979,10815,Single-Family,Brick,Composition Shingle,1.0,26,3,1,5,30,0,14,9,39.0,86.0,71.0,489.0,149.0,8.0,1.0,1999,0.9992336177760155
